attack,defense1,defense2,multiplier
Flying,Ghost,Water,1.0
Psychic,Ghost,Water,1.0
Bug,Ghost,Water,0.5
Rock,Ghost,Water,1.0
Ghost,Ghost,Water,2.0
Dragon,Ghost,Water,1.0
Dark,Ghost,Water,2.0
Steel,Ghost,Water,0.5
Fairy,Ghost,Water,1.0
Normal,Ghost,Electric,0.0
Fire,Ghost,Electric,1.0
Water,Ghost,Electric,1.0
Electric,Ghost,Electric,0.5
Grass,Ghost,Electric,1.0
Ice,Ghost,Electric,1.0
Fighting,Ghost,Electric,0.0
Poison,Ghost,Electric,0.5
Ground,Ghost,Electric,2.0
Flying,Ghost,Electric,0.5
Psychic,Ghost,Electric,1.0
Bug,Ghost,Electric,0.5
Rock,Ghost,Electric,1.0
Ghost,Ghost,Electric,2.0
Dragon,Ghost,Electric,1.0
Dark,Ghost,Electric,2.0
Steel,Ghost,Electric,0.5
Fairy,Ghost,Electric,1.0
Normal,Ghost,Grass,0.0
Fire,Ghost,Grass,2.0
Water,Ghost,Grass,0.5
Electric,Ghost,Grass,0.5
Grass,Ghost,Grass,0.5
Ice,Ghost,Grass,2.0
Fighting,Ghost,Grass,0.0
Poison,Ghost,Grass,1.0
Ground,Ghost,Grass,0.5
Flying,Ghost,Grass,2.0
Psychic,Ghost,Grass,1.0
Bug,Ghost,Grass,1.0
Rock,Ghost,Grass,1.0
Ghost,Ghost,Grass,2.0
Dragon,Ghost,Grass,1.0
Dark,Ghost,Grass,2.0
Steel,Ghost,Grass,1.0
Fairy,Ghost,Grass,1.0
Normal,Ghost,Ice,0.0
Fire,Ghost,Ice,2.0
Water,Ghost,Ice,1.0
Electric,Ghost,Ice,1.0
Grass,Ghost,Ice,1.0
Ice,Ghost,Ice,0.5
Fighting,Ghost,Ice,0.0
Poison,Ghost,Ice,0.5
Ground,Ghost,Ice,1.0
Flying,Ghost,Ice,1.0
Psychic,Ghost,Ice,1.0
Bug,Ghost,Ice,0.5
Rock,Ghost,Ice,2.0
Ghost,Ghost,Ice,2.0
Dragon,Ghost,Ice,1.0
Dark,Ghost,Ice,2.0
Steel,Ghost,Ice,2.0
Fairy,Ghost,Ice,1.0
Normal,Ghost,Fighting,0.0
Fire,Ghost,Fighting,1.0
Water,Ghost,Fighting,1.0
Electric,Ghost,Fighting,1.0
Grass,Ghost,Fighting,1.0
Ice,Ghost,Fighting,1.0
Fighting,Ghost,Fighting,0.0
Poison,Ghost,Fighting,0.5
Ground,Ghost,Fighting,1.0
Flying,Ghost,Fighting,2.0
Psychic,Ghost,Fighting,2.0
Bug,Ghost,Fighting,0.25
Rock,Ghost,Fighting,0.5
Ghost,Ghost,Fighting,2.0
Dragon,Ghost,Fighting,1.0
Dark,Ghost,Fighting,1.0
Steel,Ghost,Fighting,1.0
Fairy,Ghost,Fighting,2.0
Normal,Ghost,Poison,0.0
Fire,Ghost,Poison,1.0
Water,Ghost,Poison,1.0
Electric,Ghost,Poison,1.0
Grass,Ghost,Poison,0.5
Ice,Ghost,Poison,1.0
Fighting,Ghost,Poison,0.0
Poison,Ghost,Poison,0.25
Ground,Ghost,Poison,2.0
Flying,Ghost,Poison,1.0
Psychic,Ghost,Poison,2.0
Bug,Ghost,Poison,0.25
Rock,Ghost,Poison,1.0
Ghost,Ghost,Poison,2.0
Dragon,Ghost,Poison,1.0
Dark,Ghost,Poison,2.0
Steel,Ghost,Poison,1.0
Fairy,Ghost,Poison,0.5
Normal,Ghost,Ground,0.0
Fire,Ghost,Ground,1.0
Water,Ghost,Ground,2.0
Electric,Ghost,Ground,0.0
Grass,Ghost,Ground,2.0
Ice,Ghost,Ground,2.0
Fighting,Ghost,Ground,0.0
Poison,Ghost,Ground,0.25
Ground,Ghost,Ground,1.0
Flying,Ghost,Ground,1.0
Psychic,Ghost,Ground,1.0
Bug,Ghost,Ground,0.5
Rock,Ghost,Ground,0.5
Ghost,Ghost,Ground,2.0
Dragon,Ghost,Ground,1.0
Dark,Ghost,Ground,2.0
Steel,Ghost,Ground,1.0
Fairy,Ghost,Ground,1.0
Normal,Ghost,Flying,0.0
Fire,Ghost,Flying,1.0
Water,Ghost,Flying,1.0
Electric,Ghost,Flying,2.0
Grass,Ghost,Flying,0.5
Ice,Ghost,Flying,2.0
Fighting,Ghost,Flying,0.0
Poison,Ghost,Flying,0.5
Ground,Ghost,Flying,0.0
Flying,Ghost,Flying,1.0
Psychic,Ghost,Flying,1.0
Bug,Ghost,Flying,0.25
Rock,Ghost,Flying,2.0
Ghost,Ghost,Flying,2.0
Dragon,Ghost,Flying,1.0
Dark,Ghost,Flying,2.0
Steel,Ghost,Flying,1.0
Fairy,Ghost,Flying,1.0
Normal,Ghost,Psychic,0.0
Fire,Ghost,Psychic,1.0
Water,Ghost,Psychic,1.0
Electric,Ghost,Psychic,1.0
Grass,Ghost,Psychic,1.0
Ice,Ghost,Psychic,1.0
Fighting,Ghost,Psychic,0.0
Poison,Ghost,Psychic,0.5
Ground,Ghost,Psychic,1.0
Flying,Ghost,Psychic,1.0
Psychic,Ghost,Psychic,0.5
Bug,Ghost,Psychic,1.0
Rock,Ghost,Psychic,1.0
Ghost,Ghost,Psychic,4.0
Dragon,Ghost,Psychic,1.0
Dark,Ghost,Psychic,4.0
Steel,Ghost,Psychic,1.0
Fairy,Ghost,Psychic,1.0
Normal,Ghost,Bug,0.0
Fire,Ghost,Bug,2.0
Water,Ghost,Bug,1.0
Electric,Ghost,Bug,1.0
Grass,Ghost,Bug,0.5
Ice,Ghost,Bug,1.0
Fighting,Ghost,Bug,0.0
Poison,Ghost,Bug,0.5
Ground,Ghost,Bug,0.5
Flying,Ghost,Bug,2.0
Psychic,Ghost,Bug,1.0
Bug,Ghost,Bug,0.5
Rock,Ghost,Bug,2.0
Ghost,Ghost,Bug,2.0
Dragon,Ghost,Bug,1.0
Dark,Ghost,Bug,2.0
Steel,Ghost,Bug,1.0
Fairy,Ghost,Bug,1.0
Normal,Ghost,Rock,0.0
Fire,Ghost,Rock,0.5
Water,Ghost,Rock,2.0
Electric,Ghost,Rock,1.0
Grass,Ghost,Rock,2.0
Ice,Ghost,Rock,1.0
Fighting,Ghost,Rock,0.0
Poison,Ghost,Rock,0.25
Ground,Ghost,Rock,2.0
Flying,Ghost,Rock,0.5
Psychic,Ghost,Rock,1.0
Bug,Ghost,Rock,0.5
Rock,Ghost,Rock,1.0
Ghost,Ghost,Rock,2.0
Dragon,Ghost,Rock,1.0
Dark,Ghost,Rock,2.0
Steel,Ghost,Rock,2.0
Fairy,Ghost,Rock,1.0
Normal,Ghost,Dragon,0.0
Fire,Ghost,Dragon,0.5
Water,Ghost,Dragon,0.5
Electric,Ghost,Dragon,0.5
Grass,Ghost,Dragon,0.5
Ice,Ghost,Dragon,2.0
Fighting,Ghost,Dragon,0.0
Poison,Ghost,Dragon,0.5
Ground,Ghost,Dragon,1.0
Flying,Ghost,Dragon,1.0
Psychic,Ghost,Dragon,1.0
Bug,Ghost,Dragon,0.5
Rock,Ghost,Dragon,1.0
Ghost,Ghost,Dragon,2.0
Dragon,Ghost,Dragon,2.0
Dark,Ghost,Dragon,2.0
Steel,Ghost,Dragon,1.0
Fairy,Ghost,Dragon,2.0
Normal,Ghost,Dark,0.0
Fire,Ghost,Dark,1.0
Water,Ghost,Dark,1.0
Electric,Ghost,Dark,1.0
Grass,Ghost,Dark,1.0
Ice,Ghost,Dark,1.0
Fighting,Ghost,Dark,0.0
Poison,Ghost,Dark,0.5
Ground,Ghost,Dark,1.0
Flying,Ghost,Dark,1.0
Psychic,Ghost,Dark,0.0
Bug,Ghost,Dark,1.0
Rock,Ghost,Dark,1.0
Ghost,Ghost,Dark,1.0
Dragon,Ghost,Dark,1.0
Dark,Ghost,Dark,1.0
Steel,Ghost,Dark,1.0
Fairy,Ghost,Dark,2.0
Normal,Ghost,Steel,0.0
Fire,Ghost,Steel,2.0
Water,Ghost,Steel,1.0
Electric,Ghost,Steel,1.0
Grass,Ghost,Steel,0.5
Ice,Ghost,Steel,0.5
Fighting,Ghost,Steel,0.0
Poison,Ghost,Steel,0.0
Ground,Ghost,Steel,2.0
Flying,Ghost,Steel,0.5
Psychic,Ghost,Steel,0.5
Bug,Ghost,Steel,0.25
Rock,Ghost,Steel,0.5
Ghost,Ghost,Steel,2.0
Dragon,Ghost,Steel,0.5
Dark,Ghost,Steel,2.0
Steel,Ghost,Steel,0.5
Fairy,Ghost,Steel,0.5
Normal,Ghost,Fairy,0.0
Fire,Ghost,Fairy,1.0
Water,Ghost,Fairy,1.0
Electric,Ghost,Fairy,1.0
Grass,Ghost,Fairy,1.0
Ice,Ghost,Fairy,1.0
Fighting,Ghost,Fairy,0.0
Poison,Ghost,Fairy,1.0
Ground,Ghost,Fairy,1.0
Flying,Ghost,Fairy,1.0
Psychic,Ghost,Fairy,1.0
Bug,Ghost,Fairy,0.25
Rock,Ghost,Fairy,1.0
Ghost,Ghost,Fairy,2.0
Dragon,Ghost,Fairy,0.0
Dark,Ghost,Fairy,1.0
Steel,Ghost,Fairy,2.0
Fairy,Ghost,Fairy,1.0
Normal,Dragon,,1.0
Fire,Dragon,,0.5
Water,Dragon,,0.5
Electric,Dragon,,0.5
Grass,Dragon,,0.5
Ice,Dragon,,2.0
Fighting,Dragon,,1.0
Poison,Dragon,,1.0
Ground,Dragon,,1.0
Flying,Dragon,,1.0
Psychic,Dragon,,1.0
Bug,Dragon,,1.0
Rock,Dragon,,1.0
Ghost,Dragon,,1.0
Dragon,Dragon,,2.0
Dark,Dragon,,1.0
Steel,Dragon,,1.0
Fairy,Dragon,,2.0
Normal,Dragon,Normal,1.0
Fire,Dragon,Normal,0.5
Water,Dragon,Normal,0.5
Electric,Dragon,Normal,0.5
Grass,Dragon,Normal,0.5
Ice,Dragon,Normal,2.0
Fighting,Dragon,Normal,2.0
Poison,Dragon,Normal,1.0
Ground,Dragon,Normal,1.0
Flying,Dragon,Normal,1.0
Psychic,Dragon,Normal,1.0
Bug,Dragon,Normal,1.0
Rock,Dragon,Normal,1.0
Ghost,Dragon,Normal,0.0
Dragon,Dragon,Normal,2.0
Dark,Dragon,Normal,1.0
Steel,Dragon,Normal,1.0
Fairy,Dragon,Normal,2.0
Normal,Dragon,Fire,1.0
Fire,Dragon,Fire,0.25
Water,Dragon,Fire,1.0
Electric,Dragon,Fire,0.5
Grass,Dragon,Fire,0.25
Ice,Dragon,Fire,1.0
Fighting,Dragon,Fire,1.0
Poison,Dragon,Fire,1.0
Ground,Dragon,Fire,2.0
Flying,Dragon,Fire,1.0
Psychic,Dragon,Fire,1.0
Bug,Dragon,Fire,0.5
Rock,Dragon,Fire,2.0
Ghost,Dragon,Fire,1.0
Dragon,Dragon,Fire,2.0
Dark,Dragon,Fire,1.0
Steel,Dragon,Fire,0.5
Fairy,Dragon,Fire,1.0
Normal,Dragon,Water,1.0
Fire,Dragon,Water,0.25
Water,Dragon,Water,0.25
Electric,Dragon,Water,1.0
Grass,Dragon,Water,1.0
Ice,Dragon,Water,1.0
Fighting,Dragon,Water,1.0
Poison,Dragon,Water,1.0
Ground,Dragon,Water,1.0
Flying,Dragon,Water,1.0
Psychic,Dragon,Water,1.0
Bug,Dragon,Water,1.0
Rock,Dragon,Water,1.0
Ghost,Dragon,Water,1.0
Dragon,Dragon,Water,2.0
Dark,Dragon,Water,1.0
Steel,Dragon,Water,0.5
Fairy,Dragon,Water,2.0
Normal,Dragon,Electric,1.0
Fire,Dragon,Electric,0.5
Water,Dragon,Electric,0.5
Electric,Dragon,Electric,0.25
Grass,Dragon,Electric,0.5
Ice,Dragon,Electric,2.0
Fighting,Dragon,Electric,1.0
Poison,Dragon,Electric,1.0
Ground,Dragon,Electric,2.0
Flying,Dragon,Electric,0.5
Psychic,Dragon,Electric,1.0
Bug,Dragon,Electric,1.0
Rock,Dragon,Electric,1.0
Ghost,Dragon,Electric,1.0
Dragon,Dragon,Electric,2.0
Dark,Dragon,Electric,1.0
Steel,Dragon,Electric,0.5
Fairy,Dragon,Electric,2.0
Normal,Dragon,Grass,1.0
Fire,Dragon,Grass,1.0
Water,Dragon,Grass,0.25
Electric,Dragon,Grass,0.25
Grass,Dragon,Grass,0.25
Ice,Dragon,Grass,4.0
Fighting,Dragon,Grass,1.0
Poison,Dragon,Grass,2.0
Ground,Dragon,Grass,0.5
Flying,Dragon,Grass,2.0
Psychic,Dragon,Grass,1.0
Bug,Dragon,Grass,2.0
Rock,Dragon,Grass,1.0
Ghost,Dragon,Grass,1.0
Dragon,Dragon,Grass,2.0
Dark,Dragon,Grass,1.0
Steel,Dragon,Grass,1.0
Fairy,Dragon,Grass,2.0
Normal,Dragon,Ice,1.0
Fire,Dragon,Ice,1.0
Water,Dragon,Ice,0.5
Electric,Dragon,Ice,0.5
Grass,Dragon,Ice,0.5
Ice,Dragon,Ice,1.0
Fighting,Dragon,Ice,2.0
Poison,Dragon,Ice,1.0
Ground,Dragon,Ice,1.0
Flying,Dragon,Ice,1.0
Psychic,Dragon,Ice,1.0
Bug,Dragon,Ice,1.0
Rock,Dragon,Ice,2.0
Ghost,Dragon,Ice,1.0
Dragon,Dragon,Ice,2.0
Dark,Dragon,Ice,1.0
Steel,Dragon,Ice,2.0
Fairy,Dragon,Ice,2.0
Normal,Dragon,Fighting,1.0
Fire,Dragon,Fighting,0.5
Water,Dragon,Fighting,0.5
Electric,Dragon,Fighting,0.5
Grass,Dragon,Fighting,0.5
Ice,Dragon,Fighting,2.0
Fighting,Dragon,Fighting,1.0
Poison,Dragon,Fighting,1.0
Ground,Dragon,Fighting,1.0
Flying,Dragon,Fighting,2.0
Psychic,Dragon,Fighting,2.0
Bug,Dragon,Fighting,0.5
Rock,Dragon,Fighting,0.5
Ghost,Dragon,Fighting,1.0
Dragon,Dragon,Fighting,2.0
Dark,Dragon,Fighting,0.5
Steel,Dragon,Fighting,1.0
Fairy,Dragon,Fighting,4.0
Normal,Dragon,Poison,1.0
Fire,Dragon,Poison,0.5
Water,Dragon,Poison,0.5
Electric,Dragon,Poison,0.5
Grass,Dragon,Poison,0.25
Ice,Dragon,Poison,2.0
Fighting,Dragon,Poison,0.5
Poison,Dragon,Poison,0.5
Ground,Dragon,Poison,2.0
Flying,Dragon,Poison,1.0
Psychic,Dragon,Poison,2.0
Bug,Dragon,Poison,0.5
Rock,Dragon,Poison,1.0
Ghost,Dragon,Poison,1.0
Dragon,Dragon,Poison,2.0
Dark,Dragon,Poison,1.0
Steel,Dragon,Poison,1.0
Fairy,Dragon,Poison,1.0
Normal,Dragon,Ground,1.0
Fire,Dragon,Ground,0.5
Water,Dragon,Ground,1.0
Electric,Dragon,Ground,0.0
Grass,Dragon,Ground,1.0
Ice,Dragon,Ground,4.0
Fighting,Dragon,Ground,1.0
Poison,Dragon,Ground,0.5
Ground,Dragon,Ground,1.0
Flying,Dragon,Ground,1.0
Psychic,Dragon,Ground,1.0
Bug,Dragon,Ground,1.0
Rock,Dragon,Ground,0.5
Ghost,Dragon,Ground,1.0
Dragon,Dragon,Ground,2.0
Dark,Dragon,Ground,1.0
Steel,Dragon,Ground,1.0
Fairy,Dragon,Ground,2.0
Normal,Dragon,Flying,1.0
Fire,Dragon,Flying,0.5
Water,Dragon,Flying,0.5
Electric,Dragon,Flying,1.0
Grass,Dragon,Flying,0.25
Ice,Dragon,Flying,4.0
Fighting,Dragon,Flying,0.5
Poison,Dragon,Flying,1.0
Ground,Dragon,Flying,0.0
Flying,Dragon,Flying,1.0
Psychic,Dragon,Flying,1.0
Bug,Dragon,Flying,0.5
Rock,Dragon,Flying,2.0
Ghost,Dragon,Flying,1.0
Dragon,Dragon,Flying,2.0
Dark,Dragon,Flying,1.0
Steel,Dragon,Flying,1.0
Fairy,Dragon,Flying,2.0
Normal,Dragon,Psychic,1.0
Fire,Dragon,Psychic,0.5
Water,Dragon,Psychic,0.5
Electric,Dragon,Psychic,0.5
Grass,Dragon,Psychic,0.5
Ice,Dragon,Psychic,2.0
Fighting,Dragon,Psychic,0.5
Poison,Dragon,Psychic,1.0
Ground,Dragon,Psychic,1.0
Flying,Dragon,Psychic,1.0
Psychic,Dragon,Psychic,0.5
Bug,Dragon,Psychic,2.0
Rock,Dragon,Psychic,1.0
Ghost,Dragon,Psychic,2.0
Dragon,Dragon,Psychic,2.0
Dark,Dragon,Psychic,2.0
Steel,Dragon,Psychic,1.0
Fairy,Dragon,Psychic,2.0
Normal,Dragon,Bug,1.0
Fire,Dragon,Bug,1.0
Water,Dragon,Bug,0.5
Electric,Dragon,Bug,0.5
Grass,Dragon,Bug,0.25
Ice,Dragon,Bug,2.0
Fighting,Dragon,Bug,0.5
Poison,Dragon,Bug,1.0
Ground,Dragon,Bug,0.5
Flying,Dragon,Bug,2.0
Psychic,Dragon,Bug,1.0
Bug,Dragon,Bug,1.0
Rock,Dragon,Bug,2.0
Ghost,Dragon,Bug,1.0
Dragon,Dragon,Bug,2.0
Dark,Dragon,Bug,1.0
Steel,Dragon,Bug,1.0
Fairy,Dragon,Bug,2.0
Normal,Dragon,Rock,0.5
Fire,Dragon,Rock,0.25
Water,Dragon,Rock,1.0
Electric,Dragon,Rock,0.5
Grass,Dragon,Rock,1.0
Ice,Dragon,Rock,2.0
Fighting,Dragon,Rock,2.0
Poison,Dragon,Rock,0.5
Ground,Dragon,Rock,2.0
Flying,Dragon,Rock,0.5
Psychic,Dragon,Rock,1.0
Bug,Dragon,Rock,1.0
Rock,Dragon,Rock,1.0
Ghost,Dragon,Rock,1.0
Dragon,Dragon,Rock,2.0
Dark,Dragon,Rock,1.0
Steel,Dragon,Rock,2.0
Fairy,Dragon,Rock,2.0
Normal,Dragon,Ghost,0.0
Fire,Dragon,Ghost,0.5
Water,Dragon,Ghost,0.5
Electric,Dragon,Ghost,0.5
Grass,Dragon,Ghost,0.5
Ice,Dragon,Ghost,2.0
Fighting,Dragon,Ghost,0.0
Poison,Dragon,Ghost,0.5
Ground,Dragon,Ghost,1.0
Flying,Dragon,Ghost,1.0
Psychic,Dragon,Ghost,1.0
Bug,Dragon,Ghost,0.5
Rock,Dragon,Ghost,1.0
Ghost,Dragon,Ghost,2.0
Dragon,Dragon,Ghost,2.0
Dark,Dragon,Ghost,2.0
Steel,Dragon,Ghost,1.0
Fairy,Dragon,Ghost,2.0
Normal,Dragon,Dark,1.0
Fire,Dragon,Dark,0.5
Water,Dragon,Dark,0.5
Electric,Dragon,Dark,0.5
Grass,Dragon,Dark,0.5
Ice,Dragon,Dark,2.0
Fighting,Dragon,Dark,2.0
Poison,Dragon,Dark,1.0
Ground,Dragon,Dark,1.0
Flying,Dragon,Dark,1.0
Psychic,Dragon,Dark,0.0
Bug,Dragon,Dark,2.0
Rock,Dragon,Dark,1.0
Ghost,Dragon,Dark,0.5
Dragon,Dragon,Dark,2.0
Dark,Dragon,Dark,0.5
Steel,Dragon,Dark,1.0
Fairy,Dragon,Dark,4.0
Normal,Dragon,Steel,0.5
Fire,Dragon,Steel,1.0
Water,Dragon,Steel,0.5
Electric,Dragon,Steel,0.5
Grass,Dragon,Steel,0.25
Ice,Dragon,Steel,1.0
Fighting,Dragon,Steel,2.0
Poison,Dragon,Steel,0.0
Ground,Dragon,Steel,2.0
Flying,Dragon,Steel,0.5
Psychic,Dragon,Steel,0.5
Bug,Dragon,Steel,0.5
Rock,Dragon,Steel,0.5
Ghost,Dragon,Steel,1.0
Dragon,Dragon,Steel,1.0
Dark,Dragon,Steel,1.0
Steel,Dragon,Steel,0.5
Fairy,Dragon,Steel,1.0
Normal,Dragon,Fairy,1.0
Fire,Dragon,Fairy,0.5
Water,Dragon,Fairy,0.5
Electric,Dragon,Fairy,0.5
Grass,Dragon,Fairy,0.5
Ice,Dragon,Fairy,2.0
Fighting,Dragon,Fairy,0.5
Poison,Dragon,Fairy,2.0
Ground,Dragon,Fairy,1.0
Flying,Dragon,Fairy,1.0
Psychic,Dragon,Fairy,1.0
Bug,Dragon,Fairy,0.5
Rock,Dragon,Fairy,1.0
Ghost,Dragon,Fairy,1.0
Dragon,Dragon,Fairy,0.0
Dark,Dragon,Fairy,0.5
Steel,Dragon,Fairy,2.0
Fairy,Dragon,Fairy,2.0
Normal,Dark,,1.0
Fire,Dark,,1.0
Water,Dark,,1.0
Electric,Dark,,1.0
Grass,Dark,,1.0
Ice,Dark,,1.0
Fighting,Dark,,2.0
Poison,Dark,,1.0
Ground,Dark,,1.0
Flying,Dark,,1.0
Psychic,Dark,,0.0
Bug,Dark,,2.0
Rock,Dark,,1.0
Ghost,Dark,,0.5
Dragon,Dark,,1.0
Dark,Dark,,0.5
Steel,Dark,,1.0
Fairy,Dark,,2.0
Normal,Dark,Normal,1.0
Fire,Dark,Normal,1.0
Water,Dark,Normal,1.0
Electric,Dark,Normal,1.0
Grass,Dark,Normal,1.0
Ice,Dark,Normal,1.0
Fighting,Dark,Normal,4.0
Poison,Dark,Normal,1.0
Ground,Dark,Normal,1.0
Flying,Dark,Normal,1.0
Psychic,Dark,Normal,0.0
Bug,Dark,Normal,2.0
Rock,Dark,Normal,1.0
Ghost,Dark,Normal,0.0
Dragon,Dark,Normal,1.0
Dark,Dark,Normal,0.5
Steel,Dark,Normal,1.0
Fairy,Dark,Normal,2.0
Normal,Dark,Fire,1.0
Fire,Dark,Fire,0.5
Water,Dark,Fire,2.0
Electric,Dark,Fire,1.0
Grass,Dark,Fire,0.5
Ice,Dark,Fire,0.5
Fighting,Dark,Fire,2.0
Poison,Dark,Fire,1.0
Ground,Dark,Fire,2.0
Flying,Dark,Fire,1.0
Psychic,Dark,Fire,0.0
Bug,Dark,Fire,1.0
Rock,Dark,Fire,2.0
Ghost,Dark,Fire,0.5
Dragon,Dark,Fire,1.0
Dark,Dark,Fire,0.5
Steel,Dark,Fire,0.5
Fairy,Dark,Fire,1.0
Normal,Dark,Water,1.0
Fire,Dark,Water,0.5
Water,Dark,Water,0.5
Electric,Dark,Water,2.0
Grass,Dark,Water,2.0
Ice,Dark,Water,0.5
Fighting,Dark,Water,2.0
Poison,Dark,Water,1.0
Ground,Dark,Water,1.0
Flying,Dark,Water,1.0
Psychic,Dark,Water,0.0
Bug,Dark,Water,2.0
Rock,Dark,Water,1.0
Ghost,Dark,Water,0.5
Dragon,Dark,Water,1.0
Dark,Dark,Water,0.5
Steel,Dark,Water,0.5
Fairy,Dark,Water,2.0
Normal,Dark,Electric,1.0
Fire,Dark,Electric,1.0
Water,Dark,Electric,1.0
Electric,Dark,Electric,0.5
Grass,Dark,Electric,1.0
Ice,Dark,Electric,1.0
Fighting,Dark,Electric,2.0
Poison,Dark,Electric,1.0
Ground,Dark,Electric,2.0
Flying,Dark,Electric,0.5
Psychic,Dark,Electric,0.0
Bug,Dark,Electric,2.0
Rock,Dark,Electric,1.0
Ghost,Dark,Electric,0.5
Dragon,Dark,Electric,1.0
Dark,Dark,Electric,0.5
Steel,Dark,Electric,0.5
Fairy,Dark,Electric,2.0
Normal,Dark,Grass,1.0
Fire,Dark,Grass,2.0
Water,Dark,Grass,0.5
Electric,Dark,Grass,0.5
Grass,Dark,Grass,0.5
Ice,Dark,Grass,2.0
Fighting,Dark,Grass,2.0
Poison,Dark,Grass,2.0
Ground,Dark,Grass,0.5
Flying,Dark,Grass,2.0
Psychic,Dark,Grass,0.0
Bug,Dark,Grass,4.0
Rock,Dark,Grass,1.0
Ghost,Dark,Grass,0.5
Dragon,Dark,Grass,1.0
Dark,Dark,Grass,0.5
Steel,Dark,Grass,1.0
Fairy,Dark,Grass,2.0
Normal,Dark,Ice,1.0
Fire,Dark,Ice,2.0
Water,Dark,Ice,1.0
Electric,Dark,Ice,1.0
Grass,Dark,Ice,1.0
Ice,Dark,Ice,0.5
Fighting,Dark,Ice,4.0
Poison,Dark,Ice,1.0
Ground,Dark,Ice,1.0
Flying,Dark,Ice,1.0
Psychic,Dark,Ice,0.0
Bug,Dark,Ice,2.0
Rock,Dark,Ice,2.0
Ghost,Dark,Ice,0.5
Dragon,Dark,Ice,1.0
Dark,Dark,Ice,0.5
Steel,Dark,Ice,2.0
Fairy,Dark,Ice,2.0
Normal,Dark,Fighting,1.0
Fire,Dark,Fighting,1.0
Water,Dark,Fighting,1.0
Electric,Dark,Fighting,1.0
Grass,Dark,Fighting,1.0
Ice,Dark,Fighting,1.0
Fighting,Dark,Fighting,2.0
Poison,Dark,Fighting,1.0
Ground,Dark,Fighting,1.0
Flying,Dark,Fighting,2.0
Psychic,Dark,Fighting,0.0
Bug,Dark,Fighting,1.0
Rock,Dark,Fighting,0.5
Ghost,Dark,Fighting,0.5
Dragon,Dark,Fighting,1.0
Dark,Dark,Fighting,0.25
Steel,Dark,Fighting,1.0
Fairy,Dark,Fighting,4.0
Normal,Dark,Poison,1.0
Fire,Dark,Poison,1.0
Water,Dark,Poison,1.0
Electric,Dark,Poison,1.0
Grass,Dark,Poison,0.5
Ice,Dark,Poison,1.0
Fighting,Dark,Poison,1.0
Poison,Dark,Poison,0.5
Ground,Dark,Poison,2.0
Flying,Dark,Poison,1.0
Psychic,Dark,Poison,0.0
Bug,Dark,Poison,1.0
Rock,Dark,Poison,1.0
Ghost,Dark,Poison,0.5
Dragon,Dark,Poison,1.0
Dark,Dark,Poison,0.5
Steel,Dark,Poison,1.0
Fairy,Dark,Poison,1.0
Normal,Dark,Ground,1.0
Fire,Dark,Ground,1.0
Water,Dark,Ground,2.0
Electric,Dark,Ground,0.0
Grass,Dark,Ground,2.0
Ice,Dark,Ground,2.0
Fighting,Dark,Ground,2.0
Poison,Dark,Ground,0.5
Ground,Dark,Ground,1.0
Flying,Dark,Ground,1.0
Psychic,Dark,Ground,0.0
Bug,Dark,Ground,2.0
Rock,Dark,Ground,0.5
Ghost,Dark,Ground,0.5
Dragon,Dark,Ground,1.0
Dark,Dark,Ground,0.5
Steel,Dark,Ground,1.0
Fairy,Dark,Ground,2.0
Normal,Dark,Flying,1.0
Fire,Dark,Flying,1.0
Water,Dark,Flying,1.0
Electric,Dark,Flying,2.0
Grass,Dark,Flying,0.5
Ice,Dark,Flying,2.0
Fighting,Dark,Flying,1.0
Poison,Dark,Flying,1.0
Ground,Dark,Flying,0.0
Flying,Dark,Flying,1.0
Psychic,Dark,Flying,0.0
Bug,Dark,Flying,1.0
Rock,Dark,Flying,2.0
Ghost,Dark,Flying,0.5
Dragon,Dark,Flying,1.0
Dark,Dark,Flying,0.5
Steel,Dark,Flying,1.0
Fairy,Dark,Flying,2.0
Normal,Dark,Psychic,1.0
Fire,Dark,Psychic,1.0
Water,Dark,Psychic,1.0
Electric,Dark,Psychic,1.0
Grass,Dark,Psychic,1.0
Ice,Dark,Psychic,1.0
Fighting,Dark,Psychic,1.0
Poison,Dark,Psychic,1.0
Ground,Dark,Psychic,1.0
Flying,Dark,Psychic,1.0
Psychic,Dark,Psychic,0.0
Bug,Dark,Psychic,4.0
Rock,Dark,Psychic,1.0
Ghost,Dark,Psychic,1.0
Dragon,Dark,Psychic,1.0
Dark,Dark,Psychic,1.0
Steel,Dark,Psychic,1.0
Fairy,Dark,Psychic,2.0
Normal,Dark,Bug,1.0
Fire,Dark,Bug,2.0
Water,Dark,Bug,1.0
Electric,Dark,Bug,1.0
Grass,Dark,Bug,0.5
Ice,Dark,Bug,1.0
Fighting,Dark,Bug,1.0
Poison,Dark,Bug,1.0
Ground,Dark,Bug,0.5
Flying,Dark,Bug,2.0
Psychic,Dark,Bug,0.0
Bug,Dark,Bug,2.0
Rock,Dark,Bug,2.0
Ghost,Dark,Bug,0.5
Dragon,Dark,Bug,1.0
Dark,Dark,Bug,0.5
Steel,Dark,Bug,1.0
Fairy,Dark,Bug,2.0
Normal,Dark,Rock,0.5
Fire,Dark,Rock,0.5
Water,Dark,Rock,2.0
Electric,Dark,Rock,1.0
Grass,Dark,Rock,2.0
